id_employee;first_name;last_name;gender;birth_date;departamento;    monthly_salary_usd    ;work_modality;country
100986;Marlon;Clem;hombre;08/30/1980;Engineering; $ 4,181 ;0;United States
100987;Hayes;Dalgliesh;hombre;12/14/1980;Services; $ 3,285 ;0;United States
100988;Hugibert;Gurnay;hombre;05/19/1984;Engineering; $ 5,882 ;1;United States
100989;Wendel;Sowten;mujer;04/24/1991;Support; $ 3,723 ;2;United States
100990;Elvin;Cunnah;hombre;04/27/1997;Services; $ 4,131 ;0;United States
100991;Somerset;Dullard;hombre;01/27/1980;Marketing; $ 4,016 ;1;United States
100992;Godfrey;Gelsthorpe;hombre;08/29/1981;Engineering; $ 5,576 ;0;United States
100993;Crystin;Bottrill;mujer;06/24/1990;Engineering; $ 6,779 ;2;United States
100994;Tulley;Frane;hombre;12/15/1988;Sales; $ 4,741 ;0;United States
100995;Justinian;Frankum;hombre;11/01/1988;Engineering; $ 6,532 ;1;United States
100996;Rabbi;Stonnell;mujer;11/08/1991;Support; $ 3,272 ;0;United States
100997;Berkly;Escalante;hombre;12/12/1997;Human Resources; $ 4,492 ;2;United States
100998;Jordan;Harry;hombre;07/16/1977;Support; $ 6,963 ;0;United States
100999;Lauritz;Georgeot;mujer;03/06/1995;Support; $ 5,599 ;1;United States
100008;Cindelyn;Jentin;mujer;09/22/1982;Engineering; $ 5,817 ;1;United States
100009;Granville;Tittershill;hombre;03/16/1992;Sales; $ 3,013 ;1;United States
100010;Marsha;Judron;mujer;06/12/1980;Engineering; $ 5,592 ;2;United States
100011;Thaine;Godber;mujer;12/16/1980;Engineering; $ 4,656 ;2;United States
100404;Ellery;Segar;hombre;06/13/1971;Engineering; $ 4,976 ;1;United States
100405;Justis;Thring;hombre;01/01/1973;Sales; $ 5,205 ;2;United States
100406;Merv;Kabisch;mujer;02/09/1986;Engineering; $ 5,909 ;2;United States
100578;Rupert;Goodsal;hombre;08/24/1972;Support; $ 3,035 ;2;United States
100579;Nils;Gorgler;hombre;01/18/1986;Engineering; $ 4,254 ;0;United States
100580;Baillie;Steinson;hombre;07/23/1975;Services; $ 4,511 ;2;United States
100581;Karney;MacNab;hombre;11/06/1973;Marketing; $ 4,237 ;0;United States
100778;Carlo;Schoenrock;hombre;11/27/1989;Engineering; $ 4,671 ;2;United States
100779;Randal;Andrichak;hombre;10/20/1982;Engineering; $ 4,728 ;1;United States
100787;Val;Dobbing;hombre;06/09/1987;Services; $ 4,931 ;0;United States
100788;Michele;Wright;hombre;05/12/1990;Services; $ 5,275 ;0;United States
100789;Jacques;Malster;hombre;08/31/1973;Engineering; $ 4,392 ;2;United States
100803;Kaiser;Chesley;hombre;09/09/1983;Engineering; $ 6,079 ;0;United States
100804;Berti;Scourfield;hombre;07/29/1982;Sales; $ 5,303 ;0;United States
100805;Gayelord;Savage;hombre;09/07/1994;Services; $ 4,129 ;0;United States
100922;Correy;Ditt;mujer;10/26/1989;Human Resources; $ 3,681 ;0;United States
100923;Krisha;Labuschagne;hombre;06/30/1991;Support; $ 5,685 ;1;United States
100929;Redd;Amesbury;hombre;02/17/1987;Support; $ 3,329 ;1;United States
100964;Wallache;Luckes;hombre;09/20/1971;Support; $ 3,007 ;0;United States
;;;;;;;;
